id,sinif,kod,mezmun_sahesi,bloom_taksonomiyasi,cetinlik_seviyyesi,status,standart_metni,xarakteristika,kohne_standart_metni,yaradilma_tarixi
1056,2,Az_dili_II_1.3.4,Dinləmə və danışma,Tətbiq,asan,yenilenib,Sadə araşdırma fəaliyyətlərində əldə etdiyi məlumatları 2-3 cümlə ilə təqdim edir.,"Köhnə standartda 'araşdırma' 2-ci sinif A1 səviyyəsi üçün çox mücərrəd və qeyri-müəyyən idi. Yeni mətn CEFR A1 tələblərinə uyğun olaraq konkret həcm göstəricisi (2-3 cümlə) və 'sadə araşdırma fəaliyyətləri' ifadəsi ilə dəqiqləşdirildi. Bu, Kanada Ontario modelindəki mərhələli öyrənmə və Estoniya kurikulumundaki praktik yönlü yanaşmadan əsaslanır.",Araşdırma nəticəsində əldə etdiyi məlumatları rabitəli şəkildə təqdim edir.,2026-03-20 12:03:42.13462
1057,2,Az_dili_II_1.4.1,Dinləmə və danışma,Tətbiq,asan,deyismeyib,Nitqində yeni öyrəndiyi söz və ifadələrdən kontekstə uyğun istifadə edir.,CEFR A1 leksik inkişaf və PIRLS sözlük genişləndirilməsi tələblərinə tam uyğundur. Kommunikativ yanaşmanın əsas komponentidir.,Nitqində yeni öyrəndiyi söz və ifadələrdən kontekstə uyğun istifadə edir.,2026-03-20 12:03:42.135511
1058,2,Az_dili_II_1.4.2,Dinləmə və danışma,Tətbiq,asan,yenilenib,Danışarkən səs tonunu tənzimləyir və sadə məntiqi vurğulardan istifadə edir.,"Köhnə mətn qrammatik cəhətdən natamam idi və feil forması yox idi, bu da standartı qeyri-müəyyən edirdi. Yeni mətn İrlandiya Gaeilge modelindəki şifahi performans standartlarından əsaslanaraq düzəldildi və aydın feil formaları ilə ölçülə bilən nəticəyə çevrildi. CEFR A1 səviyyəsində prozodik bacarıqların inkişafı üçün məqsədyönlü ifadə yaradılıb.","Danışarkən səs tonunun tənzimlənməsi, məntiqi vurğudan istifadə.",2026-03-20 12:03:42.136473
1142,2,Az_dili_II_1.5.1,Dinləmə və danışma,Anlama,asan,yeni_yazilmis,"Media mətnlərini anlayır: Sadə vizual mətnləri (şəkil, diaqram, işarə) şərh edir və onlardan məlumat əldə edir.",PISA 2022 yaradıcı düşüncə komponentinə əsasən - multimodal mətnlərlə işləmə bacarığını inkişaf etdirir,"",2026-03-20 12:49:23.135352
1060,2,Az_dili_II_2.1.1,Oxu,Tətbiq,asan,deyismeyib,Müvafiq mətnləri sürətli və aydın səslə oxuyur.,PIRLS səlis oxu və CEFR A1 əsas oxu bacarıqlarının fundamental komponenti. Bütün digər oxu bacarıqlarının əsasını təşkil edir.,Müvafiq mətnləri sürətli və aydın səslə oxuyur.,2026-03-20 12:03:42.138413
1059,2,Az_dili_II_2.1.2,Oxu,Tətbiq,asan,deyismeyib,Cümlədə durğu işarələrini nəzərə almaqla oxuyur.,PIRLS səlis oxu tələbləri və CEFR A1 əsas oxu bacarıqlarına tam uyğundur. Mətn anlayışının əsas komponentidir.,Cümlədə durğu işarələrini nəzərə almaqla oxuyur.,2026-03-20 12:03:42.137383
1061,2,Az_dili_II_2.2.1,Oxu,Xatırlama,asan,deyismeyib,"Oxuduğu mətndəki hadisələri, obrazları, zaman, məkan, fakt və fikirləri müəyyənləşdirir.",PIRLS faktoloji qavrama və PISA məlumat axtarışı bacarıqlarının tam əsasını təşkil edir. Mətn elementlərinin sistemli identifikasiyasını təmin edir.,"Oxuduğu mətndəki hadisələri, obrazları, zaman, məkan, fakt və fikirləri müəyyənləşdirir.",2026-03-20 12:03:42.139665
1062,2,Az_dili_II_2.2.2,Oxu,Anlama,asan,deyismeyib,Qrafik təsvirlərdən istifadə etməklə mətndəki məlumatları mənimsədiyini nümayiş etdirir.,Finlandiya çoxmodal mətn anlayışı və PIRLS 2026 vizual məlumat inteqrasiyası tələblərinə cavab verir. 21-ci əsr savadlılıq bacarıqlarının təməlini qoyur.,Qrafik təsvirlərdən istifadə etməklə mətndəki məlumatları mənimsədiyini nümayiş etdirir.,2026-03-20 12:03:42.14075
1063,2,Az_dili_II_2.2.3,Oxu,Anlama,asan,deyismeyib,Kontekstdən çıxış edərək sözün mənasını müəyyən edir.,PISA interpretasiya və PIRLS mətn-kontekst əlaqəsi bacarıqlarının əsas komponenti. Sözlük genişləndirilməsi strategiyalarının təməlidir.,Kontekstdən çıxış edərək sözün mənasını müəyyən edir.,2026-03-20 12:03:42.141806
1064,2,Az_dili_II_2.3.1,Oxu,Anlama,asan,deyismeyib,"Mətndəki hadisə, fakt və fikirlərin arasındakı əlaqəni müəyyən edir.",PIRLS inteqrasiya və PISA interpretasiya bacarıqlarının 2-ci sinif səviyyəsində təzahürü. Mətn daxili əlaqələrin anlayışı üçün vacibdir.,"Mətndəki hadisə, fakt və fikirlərin arasındakı əlaqəni müəyyən edir.",2026-03-20 12:03:42.142798
1065,2,Az_dili_II_2.3.2,Oxu,Analiz,orta,deyismeyib,Mətndəki hadisələr və obrazların davranışından çıxış edərək xarakterləri təhlil edir.,"Yaponiya Kokugo modelindəki dərin oxu yanaşmasına uyğun olsa da, CEFR A1 və 2-ci sinif üçün Bloom analiz səviyyəsi ağır olsa da, mətn anlayışının inkişafı üçün vacibdir.",Mətndəki hadisələr və obrazların davranışından çıxış edərək xarakterləri təhlil edir.,2026-03-20 12:03:42.143824
1066,2,Az_dili_II_2.3.3,Oxu,Anlama,asan,deyismeyib,Mətndə əsas fikri müəyyən edir.,PIRLS mərkəzi ideya müəyyən etmə və PISA əsas məzmun anlayışı bacarıqlarının fundamental komponenti. Bütün mətn növləri üçün vacib bacarıqdır.,Mətndə əsas fikri müəyyən edir.,2026-03-20 12:03:42.145189
1067,2,Az_dili_II_2.4.1,Oxu,Anlama,asan,deyismeyib,"Mətndəki fakt, hadisə və obrazlara münasibətini bildirir.",PISA əks etdirmə və qiymətləndirmə bacarıqlarının A1 səviyyəsində təzahürü. Tənqidi düşüncənin ilkin formalarını inkişaf etdirir.,"Mətndəki fakt, hadisə və obrazlara münasibətini bildirir.",2026-03-20 12:03:42.146256
1068,2,Az_dili_II_2.4.2,Oxu,Yaratma,orta,deyismeyib,Mətni təxəyyülünə uyğun davam etdirir.,"Yaponiya yaradıcılıq yanaşması və PISA yaradıcı təfəkkür komponentinə uyğundur. 2-ci sinif üçün Bloom yaratma səviyyəsi ağır olsa da, təxəyyül inkişafı üçün vacibdir.",Mətni təxəyyülünə uyğun davam etdirir.,2026-03-20 12:03:42.147423
1069,2,Az_dili_II_2.4.3,Oxu,Anlama,orta,deyismeyib,Bədii və qeyri-bədii mətnlərin məzmun-struktur xüsusiyyətlərini izah edir.,PIRLS mətn növləri anlayışı və müasir mətn tipoloji yanaşmasına uyğundur. Genre fərqləndirməsi üçün əsas bacarıqdır.,Bədii və qeyri-bədii mətnlərin məzmun-struktur xüsusiyyətlərini izah edir.,2026-03-20 12:03:42.148521
1070,2,Az_dili_II_2.4.4,Oxu,Analiz,orta,deyismeyib,"Müxtəlif mətnləri mövzu, məzmun və ideya baxımından müqayisə edir.","PISA çoxsaylı mətn müqayisəsi və tənqidi savadlılıq bacarıqlarının təməli. 2-ci sinif üçün çətin olsa da, analitik düşüncə inkişafı üçün vacibdir.","Müxtəlif mətnləri mövzu, məzmun və ideya baxımından müqayisə edir.",2026-03-20 12:03:42.149517
1141,2,Az_dili_II_2.5.1,Oxu,Anlama,asan,yeni_yazilmis,"Mətn növlərini tanıyır və fərqləndirir: Nağıl, şeir, məktub, elan kimi sadə mətn növlərini müəyyən edir.",PIRLS standartlarına əsasən mətn növlərini tanıma bacarığı - A1 səviyyəsində mətn tipologiyası üzrə boşluğu doldurur,"",2026-03-20 12:49:23.132584
1071,2,Az_dili_II_3.1.1,Yazı,Tətbiq,asan,deyismeyib,Yazısının aydın və oxunaqlı olması üçün müvafiq yazı normalarına əməl edir.,CEFR A1 əsas yazı bacarıqları və bütün yazılı kommunikasiyanın əsasını təşkil edən texniki bacarıq. Fundamental yazı normaları üçün vacibdir.,Yazısının aydın və oxunaqlı olması üçün müvafiq yazı normalarına əməl edir.,2026-03-20 12:03:42.150497
1072,2,Az_dili_II_3.1.2,Yazı,Tətbiq,asan,deyismeyib,Məlumatları ardıcıllıqla əks etdirir.,CEFR A1 mətn təşkili və PIRLS yazı strukturu bacarıqlarının əsas komponenti. Koherent yazı üçün fundamental bacarıqdır.,Məlumatları ardıcıllıqla əks etdirir.,2026-03-20 12:03:42.151405
1073,2,Az_dili_II_3.1.3,Yazı,Tətbiq,asan,deyismeyib,"Öyrəndiyi sadə orfoqrafiya, qrammatika və punktuasiya qaydalarına yazısında riayət edir.",CEFR A1 yazı doğruluğu və dil qaydalarının praktik tətbiqi üçün vacib bacarıq. Ədəbi dil normalarının mənimsənilməsinin göstəricisidir.,"Öyrəndiyi sadə orfoqrafiya, qrammatika və punktuasiya qaydalarına yazısında riayət edir.",2026-03-20 12:03:42.152326
1074,2,Az_dili_II_3.2.1,Yazı,Tətbiq,asan,deyismeyib,Bildiyi və ya yeni tanış olduğu məlumatları yazısında əks etdirir.,CEFR A1 şəxsi məlumat paylaşımı və Sinqapur STELLAR modelindəki təcrübə əsaslı yazı yanaşmasına uyğundur.,Bildiyi və ya yeni tanış olduğu məlumatları yazısında əks etdirir.,2026-03-20 12:03:42.153287
1075,2,Az_dili_II_3.2.2,Yazı,Yaratma,orta,deyismeyib,Təxəyyülünə əsasən sadə süjetli bədii mətn yazır.,Yaponiya yaradıcı yazı və İrlandiya storytelling ənənəsi yanaşmalarına uyğundur. Yaradıcı təfəkkürün inkişafı üçün vacibdir.,Təxəyyülünə əsasən sadə süjetli bədii mətn yazır.,2026-03-20 12:03:42.154276
1076,2,Az_dili_II_3.2.3,Yazı,Tətbiq,asan,deyismeyib,Suallar əsasında mövzu ilə bağlı qeyri-bədii (informativ) mətn yazır.,PIRLS qeyri-bədii mətn yazma və informativ yazı bacarıqlarının təməli. Akademik yazının ilkin formalarını inkişaf etdirir.,Suallar əsasında mövzu ilə bağlı qeyri-bədii (informativ) mətn yazır.,2026-03-20 12:03:42.155411
1077,2,Az_dili_II_3.2.4,Yazı,Tətbiq,asan,deyismeyib,Təqdimat üçün müxtəlif vizual forma və üsullar seçir.,Finlandiya çoxmodal yazı və 21-ci əsr rəqəmsal savadlılıq bacarıqlarının təməlinə uyğundur. Multimodal kommunikasiya üçün vacibdir.,Təqdimat üçün müxtəlif vizual forma və üsullar seçir.,2026-03-20 12:03:42.156742
1143,2,Az_dili_II_3.3.1,Yazı,Tetbiq,orta,yeni_yazilmis,Yazı prosesini planlaşdırır: Yazıdan əvvəl sadə plan tərtib edir və ya təsvir sxemi hazırlayır.,Finlandiya və Estoniya standartlarına əsasən yazı prosesinin planlaşdırılması - mətn yaratma strategiyaları üzrə boşluğu doldurur,"",2026-03-20 12:49:23.136342
1093,3,Az_dili_III_4.1.1,Dil qaydaları,Tətbiq,asan,deyismeyib,Sözlərdə sait və samitlərin yazılış qaydalarına riayət edir.,CEFR A2 səviyyəsinə tam uyğundur və PIRLS əsas yazı bacarıqlarını əhatə edir. Finlandiya və Estoniya məktəb standartlarındakı fonetik qaydaların praktik tətbiqinə uyğun gəlir.,Sözlərdə sait və samitlərin yazılış qaydalarına riayət edir.,2026-03-20 12:33:04.74637
1094,3,Az_dili_III_4.1.2,Dil qaydaları,Tətbiq,orta,deyismeyib,Mürəkkəb sözlərin yazılış qaydalarına riayət edir.,3-cü sinif səviyyəsi üçün uyğun komplekslikdədir və Bloom taksonomiyasının Tətbiq səviyyəsini düzgün əks etdirir. Kanada-Ontario modelindəki morfologi qaydaları ilə uyğunluq göstərir.,Mürəkkəb sözlərin yazılış qaydalarına riayət edir.,2026-03-20 12:33:04.748665
1095,3,Az_dili_III_4.1.3,Dil qaydaları,Tətbiq,orta,deyismeyib,Şəkilçilərin yazılış qaydalarına əməl edir.,Morfoloji sistemin praktik mənimsənilməsi üçün zəruri standartdır və beynəlxalq təcrübədə müvafiq analoglara malikdir. CEFR A2 tələblərinə uyğun gəlir.,Şəkilçilərin yazılış qaydalarına əməl edir.,2026-03-20 12:33:04.749766
1096,3,Az_dili_III_4.2.1,Dil qaydaları,Anlama,orta,deyismeyib,Nitq hissələrinin ümumi qrammatik mənalarını və morfoloji tərkibini müəyyən edir.,Qrammatik anlayışların formalaşması üçün əsas standartdır. Finlandiya ana dili kurikulumundakı sistemli dil öyrənmə yanaşması ilə uyğunluq göstərir.,Nitq hissələrinin ümumi qrammatik mənalarını və morfoloji tərkibini müəyyən edir.,2026-03-20 12:33:04.750783
1097,3,Az_dili_III_4.2.2,Dil qaydaları,Anlama,orta,yenilenib,Sadə cümlələrdə əsas üzvləri müəyyən edir və onların məna əlaqəsini izah edir.,Köhnə standart 3-cü sinif üçün çox mürəkkəb idi və 'sintaktik vahidlər' termini yaşa uyğun deyildi. CEFR A2 səviyyəsinə görə sadə cümlə strukturları ilə işləmək kifayətdir. Yeni mətn Sinqapur STELLAR proqramındakı mərhələli dil öyrənmə prinsipinə uyğun olaraq sadələşdirilib və daha konkret hədəf təyin edilib.,Sintaktik vahidlərin və cümlə komponentlərini və ifadə etdiyi semantik mənanı izah edir.,2026-03-20 12:33:04.751752
1099,3,Az_dili_III_4.3.1,Dil qaydaları,Tətbiq,asan,deyismeyib,Dialoqda müvafiq durğu işarələrindən istifadə edir.,Kommunikativ yanaşmanı dəstəkləyir və PIRLS dialoq mətnləri ilə işləmə bacarığına uyğundur. İrlandiya təcrübəsindəki şifahi və yazılı nitqin inteqrasiyası prinsipinə uyğun gəlir.,Dialoqda müvafiq durğu işarələrindən istifadə edir.,2026-03-20 12:33:04.753753
1098,3,Az_dili_III_4.3.2,Dil qaydaları,Tətbiq,orta,deyismeyib,Mürəkkəb cümlədə durğu işarələrindən istifadə edir.,A2 səviyyəsi üçün uyğun komplekslikdədir və punktuasiya qaydalarının praktik tətbiqini təmin edir. Yaponiya Kokugo kurikulumundakı mətn strukturu anlayışı ilə uyğunluq göstərir.,Mürəkkəb cümlədə durğu işarələrindən istifadə edir.,2026-03-20 12:33:04.752596
1100,3,Az_dili_III_4.4.1,Dil qaydaları,Anlama,orta,deyismeyib,Kontekstdən və morfoloji tərkibdən çıxış edərək sözün mənasını müəyyən edir.,PISA məlumat əldə etmə və PIRLS kontekst interpretasiya strategiyalarına tam uyğundur. Finlandiya modelindəki dərin oxu strategiyalarını dəstəkləyir.,Kontekstdən və morfoloji tərkibdən çıxış edərək sözün mənasını müəyyən edir.,2026-03-20 12:33:04.75466
1101,3,Az_dili_III_4.4.2,Dil qaydaları,Anlama,orta,deyismeyib,Sözlərin mənalarını müxtəlif üsullarla izah edir.,Leksik inkişaf üçün əsasdır və CEFR A2 səviyyəsindəki lüğət işi tələblərinə uyğundur. Kanada-Ontario çoxüsul öyrənmə strategiyasını əks etdirir.,Sözlərin mənalarını müxtəlif üsullarla izah edir.,2026-03-20 12:33:04.755548
1136,3,Az_dili_III_4.5.1,Dil qaydaları,tətbiq etmək,asan,yeni_yazilmis,"Dil funksiyaları: Günlük həyatda istifadə olunan dil funksiyalarını (salamlama, ricə etmə, təşəkkür, üzr istəmə) uyğun kontekstdə tətbiq edir.",CEFR A2 səviyyəsi və Estoniya standartları əsasında - pragmatik kompetensiya və kommunikativ funksiyalar,"",2026-03-20 12:39:32.77281
1102,3,Az_dili_III_1.1.1,Dinləmə və danışma,Anlama,asan,deyismeyib,Dinlədiyi mətnin məzmunu ilə bağlı əsas məqamları qeyd edir və onları verilmiş şəkillərlə əlaqələndirir.,Çoxmodal mətn anlama elementini əhatə edir və PIRLS vizual-mətn əlaqəsi tələblərinə uyğundur. Finlandiya çoxsaylı mətn növləri yanaşması ilə uyğunluq göstərir.,Dinlədiyi mətnin məzmunu ilə bağlı əsas məqamları qeyd edir və onları verilmiş şəkillərlə əlaqələndirir.,2026-03-20 12:33:04.756525
1103,3,Az_dili_III_1.1.2,Dinləmə və danışma,Anlama,orta,yenilenib,Dinlədiyi mətnin əsas epizodunu müəyyən edərək mətnin ideyasını aydınlaşdırır.,Köhnə mətn qrammatik cəhətdən natamam idi və 'müəyyənləşdirilməsi' termini ilə bitərək məna yarımçıq qalırdı. PIRLS mətnin əsas ideya müəyyənləşdirmə tələbinə görə daha aydın və tam cümlə strukturu lazım idi. Yeni mətn Yaponiya Kokugo modelindəki mətn ideyası anlama strategiyasına uyğun olaraq daha dəqiq və ölçülə bilən nəticə verir.,Dinlədiyi mətni əsas epizoda istinad edərək dinlənilmiş mətnin ideyasının müəyyənləşdirilməsi.,2026-03-20 12:33:04.757703
1104,3,Az_dili_III_1.1.3,Dinləmə və danışma,Anlama,orta,deyismeyib,"Dinlədiyi mətni genişləndirir, davamını təxmin edir.",Yaradıcı düşüncə və proqnozlaşdırma bacarığını inkişaf etdirir. Sinqapur STELLAR proqramındakı əqli fəallıq strategiyalarına uyğundur.,"Dinlədiyi mətni genişləndirir, davamını təxmin edir.",2026-03-20 12:33:04.758765
1105,3,Az_dili_III_1.2.1,Dinləmə və danışma,Tətbiq,orta,deyismeyib,Müzakirələrdə çıxış edərkən mövzudan kənara çıxmır.,Kommunikativ kompetensiya və dialoq idarəetmə bacarığını inkişaf etdirir. Kanada-Ontario əməkdaşlıq yolu ilə öyrənmə strategiyası ilə uyğunluq göstərir.,Müzakirələrdə çıxış edərkən mövzudan kənara çıxmır.,2026-03-20 12:33:04.759758
1106,3,Az_dili_III_1.2.2,Dinləmə və danışma,Anlama,orta,deyismeyib,Dinlədiyi fikirlərə münasibətini bildirməsi üçün arqumentlər gətirir.,Kritik düşüncənin əsaslarını qoyur və PISA arqumentasiya strategiyalarına uyğundur. CEFR A2 səviyyəsində fikir müdafiə etmə bacarığını əhatə edir.,Dinlədiyi fikirlərə münasibətini bildirməsi üçün arqumentlər gətirir.,2026-03-20 12:33:04.760697
1107,3,Az_dili_III_1.2.3,Dinləmə və danışma,Anlama,orta,deyismeyib,Dialoq zamanı mövzu ilə bağlı müəyyən məqamları sual verməklə aydınlaşdırır.,İnteraktiv kommunikasiya bacarığını inkişaf etdirir və Sinqapur modelindəki aktiv öyrənmə strategiyalarına uyğundur. PIRLS məlumat axtarış strategiyasını dəstəkləyir.,Dialoq zamanı mövzu ilə bağlı müəyyən məqamları sual verməklə aydınlaşdırır.,2026-03-20 12:33:04.761529
1108,3,Az_dili_III_1.3.1,Dinləmə və danışma,Tətbiq,orta,deyismeyib,Oxuduğu və dinlədiyi mətnləri yaradıcı şəkildə nəql edir.,Yaradıcı ifadə və mətn transformasiyası bacarığını inkişaf etdirir. Yaponiya Kokugo modelindəki yaradıcı interpretasiya yanaşması ilə uyğunluq göstərir.,Oxuduğu və dinlədiyi mətnləri yaradıcı şəkildə nəql edir.,2026-03-20 12:33:04.76276
1109,3,Az_dili_III_1.3.2,Dinləmə və danışma,Tətbiq,orta,deyismeyib,Qrafik və ya verbal-qrafik informasiyanı rabitəli şəkildə şifahi təqdim edir.,Çoxmodal mətn təqdim bacarığını əhatə edir və Finlandiya media savadlılığı yanaşmasına uyğundur. PISA çoxsaylı mənbə inteqrasiyası tələblərinə cavab verir.,Qrafik və ya verbal-qrafik informasiyanı rabitəli şəkildə şifahi təqdim edir.,2026-03-20 12:33:04.763702
1110,3,Az_dili_III_1.3.3,Dinləmə və danışma,Tətbiq,orta,deyismeyib,"Mövzu ilə bağlı bildiklərini, fikir və təəssüratlarını rabitəli şəkildə təqdim edir.",Şəxsi təcrübənin ifadəsi və rabitəli nitq inkişafı üçün zəruri komponentdir. CEFR A2 kommunikativ kompetensiya tələblərinə tam uyğundur.,"Mövzu ilə bağlı bildiklərini, fikir və təəssüratlarını rabitəli şəkildə təqdim edir.",2026-03-20 12:33:04.7647
1111,3,Az_dili_III_1.3.4,Dinləmə və danışma,Tətbiq,cetin,deyismeyib,Araşdırma nəticəsində əldə etdiyi məlumatları rabitəli şəkildə təqdim edir.,Araşdırma bacarığı və məlumat təqdim kompetensiyasını birləşdirir. Estoniya modelindəki informasiya mühitində naviqasiya strategiyası ilə uyğunluq göstərir.,Araşdırma nəticəsində əldə etdiyi məlumatları rabitəli şəkildə təqdim edir.,2026-03-20 12:33:04.765888
1113,3,Az_dili_III_1.4.1,Dinləmə və danışma,Tətbiq,asan,deyismeyib,Cümlə qurarkən sözləri uyğun qrammatik formada işlədir.,Qrammatik düzgünlük və ədəbi dilin normaları üçün əsas komponentdir. CEFR A2 səviyyəsindəki dil strukturları tələbinə tam uyğundur.,Cümlə qurarkən sözləri uyğun qrammatik formada işlədir.,2026-03-20 12:33:04.767884
1112,3,Az_dili_III_1.4.2,Dinləmə və danışma,Tətbiq,orta,deyismeyib,"Danışarkən emosiyalarını nümayiş etdirmək üçün intonasiya, jest və mimikadan istifadə edir.",Multimodal kommunikasiya bacarığını əhatə edir və İrlandiya şifahi ənənə modelindəki ifadəli çatdırma strategiyası ilə uyğunluq göstərir.,"Danışarkən emosiyalarını nümayiş etdirmək üçün intonasiya, jest və mimikadan istifadə edir.",2026-03-20 12:33:04.76693
1133,3,Az_dili_III_1.5.1,Dinləmə və danışma,yaratmaq,orta,yeni_yazilmis,"Dinləyib-anlama strategiyaları: Dinlədikləri əsasında qrafik təşkiledicilər (xəritələr, diaqramlar, cədvəllər) yaradır.",PISA oxu bacarıqları və CEFR A2 səviyyəsi əsasında - məlumat emalı və vizuallaşdırma bacarıqları,"",2026-03-20 12:39:32.766245
1114,3,Az_dili_III_2.1.1,Oxu,Tətbiq,asan,deyismeyib,"Müvafiq mətnləri sürətli, səlis, aydın səslə oxuyur.",PIRLS səlis oxu tələblərinə tam uyğundur və oxu səriştəsinin əsasını təşkil edir. Bütün beynəlxalq çərçəvələrdə mövcud olan zəruri komponentdir.,"Müvafiq mətnləri sürətli, səlis, aydın səslə oxuyur.",2026-03-20 12:33:04.76882
1115,3,Az_dili_III_2.1.2,Oxu,Tətbiq,orta,deyismeyib,Dialoji mətni uyğun səs tonları ilə oxuyur.,İfadəli oxu bacarığı və mətn interpretasiyasının şifahi nümayişi üçün vacibdir. Yaponiya və İrlandiya modellərinə uyğun ekspressiv oxu komponentini əhatə edir.,Dialoji mətni uyğun səs tonları ilə oxuyur.,2026-03-20 12:33:04.769665
1116,3,Az_dili_III_2.2.1,Oxu,Anlama,orta,deyismeyib,Qeyd götürməklə mətndəki əsas məlumatları mənimsədiyini nümayiş etdirir.,PIRLS faktoloji qavrama və PISA məlumat əldə etmə strategiyalarına tam uyğundur. Öyrənmə strategiyalarının inkişafı üçün vacib komponentdir.,Qeyd götürməklə mətndəki əsas məlumatları mənimsədiyini nümayiş etdirir.,2026-03-20 12:33:04.770841
1117,3,Az_dili_III_2.2.2,Oxu,Anlama,orta,deyismeyib,Verbal-qrafik informasiyanı mənimsədiyini nümayiş etdirir.,Çoxmodal mətn oxu bacarığını əhatə edir və PISA 2025 çoxsaylı mənbə anlama tələblərinə uyğundur. Finlandiya modelindəki vizual savadlılıq komponentini dəstəkləyir.,Verbal-qrafik informasiyanı mənimsədiyini nümayiş etdirir.,2026-03-20 12:33:04.771771
1118,3,Az_dili_III_2.2.3,Oxu,Anlama,orta,deyismeyib,Kontekstdən çıxış edərək söz və ifadələrin mənasını müəyyən edir və verilmiş izahla müqayisə edir.,PIRLS kontekst strategiyası və PISA məlumat interpretasiya tələblərinə tam uyğundur. Leksik inkişaf və oxu anlama strategiyalarını birləşdirir.,Kontekstdən çıxış edərək söz və ifadələrin mənasını müəyyən edir və verilmiş izahla müqayisə edir.,2026-03-20 12:33:04.772764
1119,3,Az_dili_III_2.3.1,Oxu,Anlama,orta,deyismeyib,Ümumi məzmun səviyyəsində səbəb-nəticə əlaqəsini müəyyənləşdirir.,PIRLS interpretasiya və PISA inteqrasiya strategiyalarına uyğundur. Məntiqi düşüncə və mətn əlaqələrini anlama bacarığını inkişaf etdirir.,Ümumi məzmun səviyyəsində səbəb-nəticə əlaqəsini müəyyənləşdirir.,2026-03-20 12:33:04.774033
1120,3,Az_dili_III_2.3.2,Oxu,Analiz,orta,deyismeyib,Mətndəki hadisələrə və dialoqlara görə obrazlar haqqında fikir yürüdür.,Ədəbi təhlil bacarığının əsaslarını qoyur və Yaponiya Kokugo modelindəki obraz təhlili strategiyasına uyğundur. PIRLS interpretasiya tələblərinə tam cavab verir.,Mətndəki hadisələrə və dialoqlara görə obrazlar haqqında fikir yürüdür.,2026-03-20 12:33:04.775112
1121,3,Az_dili_III_2.3.3,Oxu,Anlama,orta,deyismeyib,Mətndə əsas fikrin açılmasına xidmət edən məqamları müəyyənləşdirir.,PIRLS ideyaların inteqrasiyası və PISA məlumat sintezi tələblərinə uyğundur. Mətn strukturu anlama bacarığını inkişaf etdirir.,Mətndə əsas fikrin açılmasına xidmət edən məqamları müəyyənləşdirir.,2026-03-20 12:33:04.77607
1122,3,Az_dili_III_2.4.1,Oxu,Qiymətləndirme,cetin,deyismeyib,"Mətndəki fakt, hadisə və obrazlarla bağlı şəxsi mövqeyini əsaslandırır.","PISA əks etdirmə və qiymətləndirmə, PIRLS tənqidi qiymətləndirmə tələblərinə tam uyğundur. Kritik düşüncə bacarığının inkişafı üçün əsas komponentdir.","Mətndəki fakt, hadisə və obrazlarla bağlı şəxsi mövqeyini əsaslandırır.",2026-03-20 12:33:04.777123
1123,3,Az_dili_III_2.4.2,Oxu,Yaratma,cetin,deyismeyib,"Mətni təxəyyülünə uyğun genişləndirir, dilindən nəql edir.",Yaradıcı düşüncə və mətn transformasiyası bacarığını inkişaf etdirir. Yaponiya modelindəki yaradıcı interpretasiya və İrlandiya modelindəki multimodal mətn yaratma strategiyalarına uyğundur.,"Mətni təxəyyülünə uyğun genişləndirir, dilindən nəql edir.",2026-03-20 12:33:04.778167
1124,3,Az_dili_III_2.4.3,Oxu,Analiz,orta,yenilenib,"Mətnin başlanğıc, əsas hissə və sonluq kimi sadə struktur elementlərini müəyyən edir.",Köhnə standart 3-cü sinif üçün çox mürəkkəb idi - 'dil-üslub xüsusiyyətləri' termini yaşa uyğun deyildi. CEFR A2 səviyyəsinə görə sadə mətn strukturunu anlamaq kifayətdir. Yeni mətn Finlandiya modelindəki mərhələli mətn struktur anlayışı və Sinqapur STELLAR proqramındakı yaşa uyğun öyrənmə strategiyasına əsasən sadələşdirilib və konkret struktur elementləri göstərilib.,"Mətnin tərkib hissələrini, struktur elementlərini və dil-üslub xüsusiyyətlərini müəyyən edir.",2026-03-20 12:33:04.779253
1125,3,Az_dili_III_2.4.4,Oxu,Analiz,cetin,deyismeyib,"Müxtəlif mətnləri mövzu, məzmun, ideya baxımından müqayisə edir.",PISA çoxsaylı mənbə müqayisəsi və PIRLS mətn arası əlaqələr tələblərinə uyğundur. Tənqidi təfəkkür və analitik düşüncə bacarığını inkişaf etdirir.,"Müxtəlif mətnləri mövzu, məzmun, ideya baxımından müqayisə edir.",2026-03-20 12:33:04.780504
1134,3,Az_dili_III_2.5.1,Oxu,anlamaq,asan,yeni_yazilmis,"Mətn növləri və janrları: Müxtəlif mətn növlərini (nəql, təlimat, məktub, şeir) tanıyır və məqsədini izah edir.",PIRLS janr məlumatlılığı və CEFR A2 mətn növləri bilgisi əsasında - mətn tipologiyası anlayışı,"",2026-03-20 12:39:32.769962
1126,3,Az_dili_III_3.1.1,Yazı,Tətbiq,orta,deyismeyib,Yazısında məlumatları mətnin tərkib hissələri üzrə qruplaşdırır.,Mətn təşkili və struktur anlayışı üçün vacibdir. CEFR A2 yazı kompetensiyası tələblərinə uyğundur və Finlandiya modelindəki sistemli yazı yanaşmasını dəstəkləyir.,Yazısında məlumatları mətnin tərkib hissələri üzrə qruplaşdırır.,2026-03-20 12:33:04.781657
